Date,State,stateFIPS,Count,NewCount,7DayAvg
02/14/20,AZ,4,0,0,0
02/15/20,AZ,4,0,0,0
02/16/20,AZ,4,0,0,0
02/17/20,AZ,4,0,0,0
02/18/20,AZ,4,0,0,0
02/19/20,AZ,4,0,0,0
02/20/20,AZ,4,0,0,0
02/21/20,AZ,4,0,0,0
02/22/20,AZ,4,0,0,0
02/23/20,AZ,4,0,0,0
02/24/20,AZ,4,0,0,0
02/25/20,AZ,4,0,0,0
02/26/20,AZ,4,0,0,0
02/27/20,AZ,4,0,0,0
02/28/20,AZ,4,0,0,0
02/29/20,AZ,4,0,0,0
03/01/20,AZ,4,0,0,0
03/02/20,AZ,4,0,0,0
03/03/20,AZ,4,0,0,0
03/04/20,AZ,4,0,0,0
03/05/20,AZ,4,0,0,0
03/06/20,AZ,4,0,0,0
03/07/20,AZ,4,0,0,0
03/08/20,AZ,4,0,0,0
03/09/20,AZ,4,0,0,0
03/10/20,AZ,4,0,0,0
03/11/20,AZ,4,0,0,0
03/12/20,AZ,4,0,0,0
03/13/20,AZ,4,0,0,0
03/14/20,AZ,4,0,0,0
03/15/20,AZ,4,0,0,0
03/16/20,AZ,4,0,0,0
03/17/20,AZ,4,0,0,0
03/18/20,AZ,4,0,0,0
03/19/20,AZ,4,0,0,0
03/20/20,AZ,4,0,0,0
03/21/20,AZ,4,1,1,1
03/22/20,AZ,4,2,1,1
03/23/20,AZ,4,2,0,1
03/24/20,AZ,4,5,3,1
03/25/20,AZ,4,5,0,1
03/26/20,AZ,4,8,3,2
03/27/20,AZ,4,13,5,2
03/28/20,AZ,4,15,2,2
03/29/20,AZ,4,17,2,3
03/30/20,AZ,4,20,3,3
03/31/20,AZ,4,24,4,3
04/01/20,AZ,4,29,5,4
04/02/20,AZ,4,32,3,4
04/03/20,AZ,4,41,9,4
04/04/20,AZ,4,52,11,6
04/05/20,AZ,4,64,12,7
04/06/20,AZ,4,65,1,7
04/07/20,AZ,4,72,7,7
04/08/20,AZ,4,79,7,8
04/09/20,AZ,4,86,7,8
04/10/20,AZ,4,95,9,8
04/11/20,AZ,4,108,13,8
04/12/20,AZ,4,114,6,8
04/13/20,AZ,4,121,7,8
04/14/20,AZ,4,130,9,9
04/15/20,AZ,4,141,11,9
04/16/20,AZ,4,149,8,9
04/17/20,AZ,4,168,19,11
04/18/20,AZ,4,176,8,10
04/19/20,AZ,4,183,7,10
04/20/20,AZ,4,186,3,10
04/21/20,AZ,4,207,21,11
04/22/20,AZ,4,227,20,13
04/23/20,AZ,4,248,21,15
04/24/20,AZ,4,265,17,14
04/25/20,AZ,4,272,7,14
04/26/20,AZ,4,274,2,13
04/27/20,AZ,4,274,0,13
04/28/20,AZ,4,291,17,12
04/29/20,AZ,4,302,11,11
04/30/20,AZ,4,318,16,10
05/01/20,AZ,4,328,10,9
05/02/20,AZ,4,346,18,11
05/03/20,AZ,4,360,14,13
05/04/20,AZ,4,360,0,13
05/05/20,AZ,4,393,33,15
05/06/20,AZ,4,424,31,18
05/07/20,AZ,4,448,24,19
05/08/20,AZ,4,514,66,27
05/09/20,AZ,4,529,15,27
05/10/20,AZ,4,533,4,25
05/11/20,AZ,4,539,6,26
05/12/20,AZ,4,559,20,24
05/13/20,AZ,4,591,32,24
05/14/20,AZ,4,621,30,25
05/15/20,AZ,4,648,27,20
05/16/20,AZ,4,676,28,21
05/17/20,AZ,4,677,1,21
05/18/20,AZ,4,683,6,21
05/19/20,AZ,4,701,18,21
05/20/20,AZ,4,744,43,22
05/21/20,AZ,4,758,14,20
05/22/20,AZ,4,770,12,18
05/23/20,AZ,4,795,25,17
05/24/20,AZ,4,796,1,17
05/25/20,AZ,4,801,5,17
05/26/20,AZ,4,803,2,15
05/27/20,AZ,4,826,23,12
05/28/20,AZ,4,851,25,14
05/29/20,AZ,4,880,29,16
05/30/20,AZ,4,896,16,15
05/31/20,AZ,4,910,14,17
06/01/20,AZ,4,910,0,16
06/02/20,AZ,4,935,25,19
06/03/20,AZ,4,974,39,22
06/04/20,AZ,4,989,15,20
06/05/20,AZ,4,1004,15,18
06/06/20,AZ,4,1035,31,20
06/07/20,AZ,4,1045,10,20
06/08/20,AZ,4,1045,0,20
06/09/20,AZ,4,1069,24,20
06/10/20,AZ,4,1094,25,18
06/11/20,AZ,4,1123,29,20
06/12/20,AZ,4,1138,15,20
06/13/20,AZ,4,1183,45,22
06/14/20,AZ,4,1186,3,21
06/15/20,AZ,4,1192,6,21
06/16/20,AZ,4,1218,26,22
06/17/20,AZ,4,1238,20,21
06/18/20,AZ,4,1271,33,22
06/19/20,AZ,4,1311,40,25
06/20/20,AZ,4,1337,26,22
06/21/20,AZ,4,1339,2,22
06/22/20,AZ,4,1342,3,22
06/23/20,AZ,4,1395,53,26
06/24/20,AZ,4,1463,68,33
06/25/20,AZ,4,1484,21,31
06/26/20,AZ,4,1535,51,32
06/27/20,AZ,4,1579,44,35
06/28/20,AZ,4,1588,9,36
06/29/20,AZ,4,1588,0,36
06/30/20,AZ,4,1632,44,34
07/01/20,AZ,4,1720,88,37
07/02/20,AZ,4,1720,0,34
07/03/20,AZ,4,1788,68,37
07/04/20,AZ,4,1805,17,33
07/05/20,AZ,4,1807,2,32
07/06/20,AZ,4,1810,3,32
07/07/20,AZ,4,1927,117,43
07/08/20,AZ,4,1962,35,35
07/09/20,AZ,4,2038,76,46
07/10/20,AZ,4,2082,44,42
07/11/20,AZ,4,2151,69,50
07/12/20,AZ,4,2237,86,62
07/13/20,AZ,4,2245,8,63
07/14/20,AZ,4,2337,92,59
07/15/20,AZ,4,2434,97,68
07/16/20,AZ,4,2492,58,65
07/17/20,AZ,4,2583,91,72
07/18/20,AZ,4,2728,145,83
07/19/20,AZ,4,2761,33,75
07/20/20,AZ,4,2784,23,77
07/21/20,AZ,4,2917,133,83
07/22/20,AZ,4,2974,57,78
01/22/20,CA,6,0,0,0
01/23/20,CA,6,0,0,0
01/24/20,CA,6,0,0,0
01/25/20,CA,6,0,0,0
01/26/20,CA,6,0,0,0
01/27/20,CA,6,0,0,0
01/28/20,CA,6,0,0,0
01/29/20,CA,6,0,0,0
01/30/20,CA,6,0,0,0
01/31/20,CA,6,0,0,0
02/01/20,CA,6,0,0,0
02/02/20,CA,6,0,0,0
02/03/20,CA,6,0,0,0
02/04/20,CA,6,0,0,0
02/05/20,CA,6,0,0,0
02/06/20,CA,6,1,1,1
02/07/20,CA,6,1,0,1
02/08/20,CA,6,1,0,1
02/09/20,CA,6,1,0,1
02/10/20,CA,6,1,0,1
02/11/20,CA,6,1,0,1
02/12/20,CA,6,1,0,1
02/13/20,CA,6,1,0,0
02/14/20,CA,6,1,0,0
02/15/20,CA,6,1,0,0
02/16/20,CA,6,1,0,0
02/17/20,CA,6,2,1,1
02/18/20,CA,6,2,0,1
02/19/20,CA,6,2,0,1
02/20/20,CA,6,2,0,1
02/21/20,CA,6,2,0,1
02/22/20,CA,6,2,0,1
02/23/20,CA,6,2,0,1
02/24/20,CA,6,2,0,0
02/25/20,CA,6,2,0,0
02/26/20,CA,6,2,0,0
02/27/20,CA,6,2,0,0
02/28/20,CA,6,2,0,0
02/29/20,CA,6,2,0,0
03/01/20,CA,6,2,0,0
03/02/20,CA,6,2,0,0
03/03/20,CA,6,2,0,0
03/04/20,CA,6,3,1,1
03/05/20,CA,6,3,0,1
03/06/20,CA,6,4,1,1
03/07/20,CA,6,4,0,1
03/08/20,CA,6,4,0,1
03/09/20,CA,6,5,1,1
03/10/20,CA,6,6,1,1
03/11/20,CA,6,7,1,1
03/12/20,CA,6,7,0,1
03/13/20,CA,6,7,0,1
03/14/20,CA,6,7,0,1
03/15/20,CA,6,9,2,1
03/16/20,CA,6,14,5,2
03/17/20,CA,6,17,3,2
03/18/20,CA,6,20,3,2
03/19/20,CA,6,22,2,3
03/20/20,CA,6,27,5,3
03/21/20,CA,6,30,3,4
03/22/20,CA,6,36,6,4
03/23/20,CA,6,43,7,5
03/24/20,CA,6,55,12,6
03/25/20,CA,6,70,15,8
03/26/20,CA,6,86,16,10
03/27/20,CA,6,103,17,11
03/28/20,CA,6,124,21,14
03/29/20,CA,6,135,11,15
